"Region Nordjylland","Europe outside EU-28",873,748,652,613,670,601,696,593,667,744
"Region Nordjylland","Africa",237,131,159,150,169,217,291,864,422,394
"Region Nordjylland","North America",97,103,74,91,90,88,79,87,66,66
"Region Nordjylland","South and Central America",93,78,70,80,72,195,121,110,127,112
"Region Nordjylland","Asia",489,700,765,769,634,767,1333,2032,1721,1129
"Region Nordjylland","Oceania",34,19,25,32,27,27,25,25,22,19
"Region Nordjylland","Stateless",4,7,5,43,48,44,68,122,82,27
"Region Nordjylland","Unknown",33,18,44,55,26,21,4,13,30,9
