"Region Midtjylland","Europe outside EU-28",1779,1536,1432,1262,1106,1346,1286,1350,1318,1598
"Region Midtjylland","Africa",225,222,288,273,365,437,637,1214,503,525
"Region Midtjylland","North America",325,296,303,265,261,332,322,330,362,401
"Region Midtjylland","South and Central America",177,162,223,151,191,276,280,228,267,392
"Region Midtjylland","Asia",1320,1451,1698,1669,1768,2178,3091,4684,4288,2718
"Region Midtjylland","Oceania",99,93,134,149,103,132,133,144,134,151
"Region Midtjylland","Stateless",20,18,26,68,61,129,153,375,246,128
"Region Midtjylland","Unknown",108,68,85,92,201,147,45,55,69,63
