"Economic activity rate","Region Hovedstaden",81.9,81.8,81.2,80.8,80.8,79.7,80.4,81.1,82.2,81.4
"Economic activity rate","Region Sjælland",79.2,78.8,78.6,78.3,76.0,76.9,78.8,77.8,78.8,78.9
"Economic activity rate","Region Syddanmark",80.0,77.5,77.4,78.1,75.7,75.4,77.2,77.3,77.7,77.0
"Economic activity rate","Region Midtjylland",82.3,78.4,77.8,78.4,77.6,76.9,77.2,77.8,78.7,76.9
"Economic activity rate","Region Nordjylland",79.2,76.9,77.3,77.1,76.6,75.4,77.5,75.2,77.7,76.7
