"Employment rate","Region Hovedstaden",79.0,76.2,74.7,74.0,74.6,73.8,75.2,76.0,76.2,76.5
"Employment rate","Region Sjælland",75.7,74.0,72.7,73.1,71.4,72.4,74.0,73.5,74.4,75.2
"Employment rate","Region Syddanmark",77.2,72.0,71.7,72.0,70.2,69.5,72.4,72.5,72.5,73.1
"Employment rate","Region Midtjylland",79.3,73.5,72.6,73.0,72.5,72.6,72.3,73.7,74.9,73.1
"Employment rate","Region Nordjylland",76.3,70.9,71.8,71.3,71.1,71.5,72.6,70.6,72.6,73.6
